name,type,breed,size,days_in_shelter,outcome_condition,is_sterilized,outcome
ROLLIE,DOG,CHIHUAHUA SH/DACHSHUND,1,11,0,1,0
RAIDER RAMDO,DOG,PIT BULL,3,11,0,0,0
FLYBOY,DOG,SCHNAUZER STAND,4,13,0,1,0
*PETE,DOG,RAT TERRIER/MIX,3,57,1,1,1
*TINKER,OTHER,RAT,2,21,0,0,1
DAISY,CAT,DOMESTIC SH,2,59,1,1,1
BUBBA,DOG,PIT BULL/MIX,3,0,0,0,0
BOY,DOG,LABRADOR RETR/MIX,1,20,0,1,1
WINTER RABBIT,DOG,SIBERIAN HUSKY,3,60,1,1,1
KENCIL,DOG,CHIHUAHUA SH,1,39,1,1,1
THEO,DOG,PIT BULL,3,1,0,1,0
*BELL,OTHER,RAT,2,21,0,0,1
PATCHES,CAT,DOMESTIC SH,2,58,1,1,1
*PRIMA,DOG,SIBERIAN HUSKY/MIX,3,81,1,1,1
RINGO,DOG,PARSON RUSS TER/DACHSHUND,2,2,0,1,0
SHASTA,DOG,GERM SHEPHERD,3,11,0,1,0
LUCIEN,DOG,SIBERIAN HUSKY,3,308,1,1,0
TONY,DOG,ROTTWEILER,4,3,0,0,0
MACKIE,DOG,SCOT TERRIER,3,14,0,1,0
MIA,CAT,DOMESTIC SH,2,13,0,0,0
*WILLOW,DOG,GREAT DANE,4,43,1,0,0
BUDDY,DOG,LABRADOR RETR/MIX,4,1,0,0,0
MIMI,DOG,YORKSHIRE TERR,2,1,0,0,0
*STELLA,CAT,SIAMESE/MIX,2,13,0,1,0
*BREE,CAT,DOMESTIC SH,2,23,1,1,1
SHYLOW,DOG,PIT BULL,3,14,0,0,0
PERLA,DOG,ALASKAN HUSKY,3,43,0,0,0
*MICKEY,DOG,CHIHUAHUA SH,1,35,0,1,1
WINTER RABBIT,DOG,SIBERIAN HUSKY,3,9,0,1,0
*UHURA,CAT,DOMESTIC SH/MIX,1,73,1,1,0
*MAY,CAT,DOMESTIC MH,2,83,1,1,0
*ROSITA,CAT,DOMESTIC SH,1,91,0,1,1
MIMI,CAT,DOMESTIC SH,2,6,0,1,0
SPIRIT,DOG,SIBERIAN HUSKY,3,31,1,1,0
SPIRIT,DOG,SIBERIAN HUSKY,3,6,0,1,0
ORCA,DOG,PIT BULL/MIX,3,9,0,0,0
SPIRIT,DOG,SIBERIAN HUSKY,3,28,0,1,0
MISHA,DOG,BORDER COLLIE/GERM SHEPHERD,1,12,0,0,0
TINY,DOG,PIT BULL/MIX,3,9,0,0,0
SPIRIT,DOG,SIBERIAN HUSKY,3,3,0,1,0
*BUSTER,CAT,DOMESTIC SH,1,56,1,1,1
*TUCKER,CAT,DOMESTIC SH,2,99,1,1,0
*CUTLER,CAT,DOMESTIC SH,1,7,1,1,1
OSO,DOG,PIT BULL/MIX,3,1,0,0,0
PACO,DOG,GERM SHEPHERD/MIX,3,15,0,0,0
PERSEPHONE OR PERSY,DOG,LHASA APSO,2,2,0,1,0
NIYA,DOG,AUST SHEPHERD/MIX,3,1,0,1,0
ROO,DOG,PIT BULL,3,0,0,1,0
*CROWE,CAT,DOMESTIC SH,1,7,1,1,1
SPIRIT,DOG,SIBERIAN HUSKY,3,1,1,1,0
*BASTET,CAT,DOMESTIC SH,1,56,1,1,1
BARNEY,DOG,POODLE MIN/MIX,2,18,1,1,1
DWIGHT,DOG,BLACK/TAN HOUND,3,0,1,1,0
EEVEE,DOG,CHIHUAHUA SH/MIX,1,37,0,1,0
BIRDY,DOG,PIT BULL/MIX,3,4,0,0,0
BABY,DOG,PIT BULL/MIX,3,9,0,0,0
BABY,CAT,DOMESTIC SH,2,28,1,1,0
SUNSHINE,DOG,PIT BULL/MIX,3,3,0,0,0
REX,DOG,LABRADOR RETR,4,0,0,0,0
MORTY,DOG,CHIHUAHUA SH,2,24,1,1,1
*KARA,CAT,DOMESTIC SH,1,91,0,1,1
KUJO,DOG,PIT BULL/MIX,3,9,0,0,0
*BAGEL,CAT,DOMESTIC SH,2,14,1,1,0
SASHA,DOG,DACHSHUND/MIX,1,14,0,1,0
*FRANKLIN,CAT,DOMESTIC SH,2,58,1,1,0
PRINCESS,DOG,CHIHUAHUA SH,2,24,0,1,0
CANELITA,DOG,DACHSHUND/SHIH TZU,2,24,0,0,0
ROCKY,DOG,LABRADOR RETR/MIX,3,1,0,0,0
MAX,DOG,GERM SHEPHERD,4,0,0,0,0
REMY,DOG,CHINESE SHARPEI/AUST CATTLE DOG,3,1,0,1,0
*MILLIE,CAT,DOMESTIC SH,1,70,1,1,1
PANCHO,DOG,POODLE MIN/MIX,2,14,0,0,0
PATCHES,DOG,CHIHUAHUA SH,2,10,0,1,0
*LUCA,CAT,DOMESTIC SH,2,32,1,1,1
*CINDER,DOG,SIBERIAN HUSKY,1,31,1,1,1
VACITA,DOG,CHIHUAHUA LH,1,0,0,0,0
*BUBBLES,DOG,PLOTT HOUND/MIX,3,53,1,1,1
SPIRIT,DOG,SIBERIAN HUSKY,3,5,0,1,0
BUBBA,CAT,DOMESTIC LH,2,3,0,1,0
MAC,DOG,SIBERIAN HUSKY,3,84,1,1,1
CY,DOG,QUEENSLAND HEEL,4,1,0,0,0
*MORTY,CAT,DOMESTIC SH,1,70,1,1,1
MAC,DOG,SIBERIAN HUSKY,3,9,0,1,0
*OSKER,CAT,RUSSIAN BLUE,3,58,1,1,1
*TWYLA,CAT,DOMESTIC SH,1,79,1,1,1
CANELA,DOG,AUST SHEPHERD/BORDER COLLIE,1,1,0,0,0
CANELA,DOG,AUST SHEPHERD/BORDER COLLIE,1,1,1,0,0
SMOKEY,DOG,PIT BULL,3,2,0,0,0
WILLOW,DOG,GERM SHEPHERD/MIX,3,1,0,0,0
PELUCHIN,DOG,POODLE MIN/MIX,2,3,0,0,0
LUPTIA,DOG,MALTESE,1,1,0,0,0
LUCA,DOG,AUST CATTLE DOG/MIX,3,1,0,0,0
ROJO,OTHER,MACAW,2,11,1,0,0
*MOOMI,DOG,PIT BULL,4,46,1,0,0
BENTLEY,DOG,PIT BULL/ALASKAN HUSKY,4,40,1,1,0
*HAWK,CAT,DOMESTIC SH,1,70,1,1,1
CHARLIE,DOG,PARSON RUSS TER/ITAL GREYHOUND,2,51,1,1,1
LUCKY,DOG,BORDER COLLIE/MIX,3,1,0,0,0
POPPY,DOG,PATTERDALE TERR/MIX,1,55,1,1,1
ATHENA,DOG,ENG BULLDOG,3,3,0,0,0
*ANNIE,DOG,SIBERIAN HUSKY/MIX,2,9,0,1,0
THOR,DOG,BORDER COLLIE,3,1,0,0,0
LOUISE,DOG,RHOD RIDGEBACK/MIX,3,0,0,1,0
LUNA,DOG,SHIH TZU/MIX,2,11,1,1,0
SANTOS,DOG,PIT BULL,4,1,0,0,0
LITTLE,DOG,DACHSHUND/CHIHUAHUA SH,1,42,1,0,0
*GOMER,DOG,DOBERMAN PINSCH,4,91,1,1,1
*FARLEY,DOG,DOBERMAN PINSCH,4,147,1,1,1
KOA,DOG,POMERANIAN,1,2,1,1,0
KOA,DOG,POMERANIAN,1,1,1,1,0
HENNESSY,CAT,DOMESTIC SH,2,56,1,1,1
KOA,DOG,POMERANIAN,1,18,0,1,0
BELLA,DOG,LABRADOR RETR/MIX,3,1,1,0,0
*MARY,DOG,SIBERIAN HUSKY,2,9,0,1,0
GUERO,DOG,PIT BULL/MIX,4,1,0,0,0
*MELVIN,DOG,CATAHOULA/MIX,2,44,1,1,1
ROSCOE,CAT,DOMESTIC MH,1,81,1,1,1
*OJ,CAT,DOMESTIC MH,2,20,1,1,0
*CORONA,CAT,DOMESTIC SH,1,41,1,1,1
BAILEY,DOG,GERM SHEPHERD,3,0,0,0,0
*MODELLO,CAT,DOMESTIC MH,1,41,1,1,1
FRIDA,DOG,MIN PINSCHER/CHIHUAHUA SH,2,36,0,1,1
DIESEL,DOG,GERM SHEPHERD,4,0,0,1,0
*MARILYN,CAT,DOMESTIC SH,2,112,1,1,0
TOPANGA,DOG,PARSON RUSS TER/MIX,3,31,0,1,1
LIBBY,CAT,DOMESTIC SH,2,21,1,1,0
*AVIS,CAT,DOMESTIC SH,2,41,1,1,0
*KATE,CAT,DOMESTIC SH,2,80,1,1,0
PIERRE,DOG,POMERANIAN,1,12,0,1,0
*MINA,CAT,DOMESTIC SH,2,80,1,1,0
SCAREDY,CAT,DOMESTIC SH,2,0,0,1,0
LUCY,DOG,AUST CATTLE DOG/MIX,3,71,1,1,1
*BONNIE,DOG,PIT BULL,4,526,1,1,1
PETEY,DOG,DACHSHUND/MIX,2,10,0,0,0
GERTRUDE,DOG,BOSTON TERRIER,1,0,0,0,0
LISA,DOG,LABRADOR RETR,4,0,0,0,0
*PORKCHOP,DOG,PIT BULL,3,333,1,1,1
KARATE,DOG,WELSH CORGI PEM/MIX,2,42,1,1,1
NERON,DOG,DACHSHUND/MIX,1,8,0,0,0
CALICO,CAT,DOMESTIC SH,2,59,1,1,1
NIXIE,DOG,PIT BULL,3,10,0,0,0
CASPER,DOG,SIBERIAN HUSKY,3,2,0,0,0
BOOTS,CAT,DOMESTIC SH,1,14,1,1,1
KARATE,DOG,WELSH CORGI PEM/MIX,2,0,0,1,0
LOVE,DOG,ALASKAN HUSKY,3,0,0,1,0
ZUKI,DOG,PIT BULL,4,0,1,1,0
ROSIE,DOG,GERM SHEPHERD/ALASKAN HUSKY,4,0,0,0,0
LOWKEY,DOG,PIT BULL,3,5,0,0,0
KIRA,CAT,DOMESTIC LH,2,12,0,1,0
MONKEY,DOG,PIT BULL,3,5,0,0,0
LOVE,DOG,ALASKAN HUSKY,3,2,0,1,0
POSEY,DOG,HAVANESE/PARSON RUSS TER,1,3,0,1,0
RICKY,DOG,CHIHUAHUA SH/MIX,2,0,0,1,0
LOWKEY,DOG,PIT BULL,3,4,0,0,0
ZUKI,DOG,PIT BULL,4,27,0,1,0
GENGHIS,DOG,ROTTWEILER,4,5,0,0,0
NALA,DOG,GERM SHEPHERD,3,11,1,0,0
BERNIE,DOG,ENG BULLDOG,3,13,0,1,0
VELA,DOG,ROTTWEILER,4,16,1,0,0
PEACEBIRD,DOG,CHIHUAHUA SH,1,19,0,0,0
*MILA,CAT,DOMESTIC SH,2,26,1,0,0
CARL,DOG,CHIHUAHUA SH/DACHSHUND,2,19,0,1,0
*TITO,CAT,DOMESTIC SH,2,11,1,0,0
BUDDAH,CAT,DOMESTIC SH,2,5,0,0,0
NIEVE,DOG,LABRADOR RETR/MIX,4,0,1,1,0
SUGARFREE,DOG,PIT BULL,2,3,0,0,0
KAREN,DOG,CHIHUAHUA SH,2,0,0,0,0
DEMI,CAT,DOMESTIC SH,1,62,1,1,1
MAVERICK,CAT,DOMESTIC SH,1,104,1,1,1
SARA,DOG,PIT BULL,4,47,0,0,0
OSO,DOG,LABRADOR RETR/MIX,4,0,1,1,0
*AMY,CAT,DOMESTIC SH,1,60,1,1,1
KIARO,DOG,SIBERIAN HUSKY,4,0,0,0,0
TIGER,CAT,DOMESTIC LH,2,14,0,1,0
CASH,DOG,GERM SHEPHERD/CATAHOULA,4,9,0,1,0
HOPE,DOG,TREEING CUR/PIT BULL,3,0,1,0,0
*BO DEREK,CAT,DOMESTIC SH,2,36,1,1,1
PETE,DOG,POMERANIAN/YORKSHIRE TERR,1,9,1,1,1
SHERMAN,DOG,PIT BULL,3,4,0,0,0
PEANUT,DOG,CHIHUAHUA SH,1,1,0,1,0
COCO,DOG,MALTESE/POODLE MIN,2,0,0,0,0
*ELSA,CAT,DOMESTIC SH,1,70,1,1,1
ANGEL,DOG,TOY FOX TERRIER/MIX,2,14,0,0,0
PRINCESS,DOG,GERM SHEPHERD,3,0,0,0,0
CAPITAN,DOG,ROTTWEILER,1,2,0,0,0
CIRCUIT,DOG,AUST CATTLE DOG,3,0,0,1,0
LOVITO GONZALEZ,DOG,CHIHUAHUA SH/MIX,2,62,1,1,1
ESTRELLA,DOG,CHIHUAHUA SH,1,14,1,1,0
REMY,DOG,BORDER COLLIE,3,17,0,1,0
MOCHI,DOG,CHIHUAHUA SH/ITAL GREYHOUND,1,2,0,1,0
*TUNA,CAT,DOMESTIC MH,1,42,1,1,1
ZOE,DOG,PIT BULL,3,0,0,1,0
*TULA,CAT,DOMESTIC SH,1,45,1,1,1
STITCH,CAT,DOMESTIC SH,1,0,0,0,0
*MARY,DOG,SIBERIAN HUSKY,2,32,1,1,0
ROCKY,DOG,CHIHUAHUA SH/MIX,2,53,1,0,0
NITRO,DOG,FRENCH BULLDOG,2,13,0,0,0
ESCNUB,DOG,CHIHUAHUA SH,2,13,1,1,0
THOR,DOG,GERM SHEPHERD/MIX,4,0,0,1,0
KATNISS,DOG,SIBERIAN HUSKY/MIX,3,40,0,0,0
*OOPIE,DOG,MIN PINSCHER/MIX,2,43,1,0,0
PAISLEY,CAT,DOMESTIC LH,1,77,1,1,1
COOKIE,DOG,CHIHUAHUA SH/PARSON RUSS TER,2,36,1,0,0
*APPLE,DOG,FOX TERR SMOOTH/MIX,2,33,1,0,0
ADDY,DOG,POODLE MIN/MIX,2,2,0,0,0
LUCY,CAT,DOMESTIC SH,2,2,0,1,0
DON CHEAGLE,DOG,BEAGLE/CHIHUAHUA SH,1,207,0,1,1
BEAR,DOG,GERM SHEPHERD,4,1,0,0,0
*EMMA,CAT,DOMESTIC SH,1,73,1,1,1
*BANANA,DOG,FOX TERR SMOOTH/MIX,2,33,1,0,0
DON CHEAGLE,DOG,BEAGLE/CHIHUAHUA SH,1,16,1,1,1
INDICA,CAT,DOMESTIC SH,2,13,0,1,0
ATHENA,DOG,GERM SHEPHERD,4,0,0,0,0
HARRIET,CAT,DOMESTIC SH,1,109,1,1,1
*JOY,DOG,MALTESE,1,26,0,1,1
KINLEY,DOG,SIBERIAN HUSKY,3,3,0,1,0
*LACY,CAT,DOMESTIC SH,1,19,1,1,1
BLUE,DOG,STAFFORDSHIRE,3,0,0,0,0
BODHIE,DOG,GERM SHEPHERD/MIX,3,1,0,0,0
SAM,DOG,PARSON RUSS TER,2,1,0,0,0
POLLY,DOG,POODLE MIN/MIX,3,1,0,0,0
JAX,DOG,BORDER COLLIE,3,106,0,1,1
ECKO,DOG,SIBERIAN HUSKY/MIX,4,64,1,1,0
DELILA,DOG,PIT BULL/MIX,3,0,0,0,0
ANDY,DOG,CHIHUAHUA SH/MIX,2,71,1,1,1
ZIGGY,CAT,DOMESTIC MH,2,27,1,1,1
BOLT,DOG,SIBERIAN HUSKY/MIX,3,1,1,0,0
*BUBBLES,CAT,DOMESTIC SH,1,62,1,1,0
*BUG,DOG,CHIHUAHUA SH/MIX,2,37,0,0,0
31389,CAT,DOMESTIC SH,1,0,0,0,0
SPORTY,DOG,JACK/MIX,2,3,0,0,0
ALFIE,DOG,POODLE MIN,2,33,1,1,1
*AURORA,DOG,LABRADOR RETR/MIX,1,62,1,1,1
PRECIOUS,DOG,PIT BULL,4,3,0,0,0
GAIA,DOG,ANATOL SHEPHERD,4,1,0,1,0
LUNA,DOG,ANATOL SHEPHERD,4,1,0,1,0
JAFFE,DOG,AUST CATTLE DOG/MIX,4,20,0,0,0
*SLEET,DOG,POMERANIAN,2,46,1,1,1
*ROGER MAC,CAT,DOMESTIC SH,1,70,1,1,1
*DUDE,DOG,AUST SHEPHERD/MIX,3,49,1,1,1
BELLA,DOG,CHIHUAHUA SH,2,0,0,0,0
*EADWIG,CAT,DOMESTIC SH,1,61,1,1,1
HINATA,CAT,DOMESTIC SH,2,0,0,1,0
ROSIE,DOG,PIT BULL,3,70,1,1,1
KINLEY,DOG,SIBERIAN HUSKY,3,1,0,1,0
PRINCESS,DOG,CHIHUAHUA SH,2,0,0,0,0
TEENY,DOG,CHIHUAHUA SH,2,1,0,0,0
LASSEN,DOG,SIBERIAN HUSKY/MIX,4,31,1,1,0
ASH,CAT,DOMESTIC SH,2,15,1,1,1
ROCKY,DOG,LABRADOR RETR,4,1,0,0,0
ABBY,DOG,AUST CATTLE DOG,3,1,0,0,0
KILO,DOG,BELG MALINOIS/MIX,4,1,0,0,0
BRUNO,DOG,ALASKAN HUSKY,4,285,1,1,1
SHILOH,DOG,SIBERIAN HUSKY,4,5,1,1,1
*COAL,DOG,LABRADOR RETR/MIX,3,64,1,1,1
DUKE,DOG,PIT BULL,4,21,0,0,0
BOLT,DOG,SIBERIAN HUSKY/MIX,3,1,0,0,0
COCO,DOG,DACHSHUND,2,3,0,0,0
BARBIE,DOG,GREAT PYRENEES,3,3,0,0,0
SOX,DOG,PIT BULL/AUST CATTLE DOG,4,2,0,0,0
LILLY,DOG,GREAT PYRENEES,3,3,0,0,0
PIGLET,DOG,PIT BULL/MIX,3,3,0,0,0
*SLUG,DOG,SIBERIAN HUSKY,1,54,1,1,1
TIT WILLOW,CAT,DOMESTIC SH,2,50,1,1,1
OSO,DOG,MALTESE/MIX,2,0,0,1,0
KOI,DOG,PIT BULL,2,1,0,0,0
ROCCO,DOG,PIT BULL/MIX,3,3,0,1,0
BAILEY,DOG,LABRADOR RETR,4,0,0,0,0
JACKA,DOG,PIT BULL/MIX,3,327,0,1,0
ELLIE MAE,DOG,GOLDEN RETR,4,0,0,0,0
WILLOW,CAT,DOMESTIC SH,1,63,1,1,1
OLIVER,DOG,LABRADOR RETR,3,0,1,1,0
*RICOTTA,DOG,LABRADOR RETR/MIX,1,120,1,1,1
*YETI,DOG,GREAT PYRENEES/MIX,4,34,1,1,1
DRESDEN,DOG,PIT BULL,3,1,0,0,0
MEL,DOG,PIT BULL,3,1,0,0,0
*BELLA,CAT,DOMESTIC SH,1,36,0,1,1
TOMMY,CAT,DOMESTIC SH,2,1,0,1,0
CHIQUIS,DOG,CHIHUAHUA SH,1,9,1,1,1
BELLA,DOG,PIT BULL,3,4,0,0,0
SASSY,DOG,SIBERIAN HUSKY,2,91,1,1,1
SPOT,DOG,SIBERIAN HUSKY,3,312,1,1,1
PANCHO,DOG,CHIHUAHUA SH,2,1,1,1,0
LARRY,DOG,AUST KELPIE/MIX,3,0,1,0,0
BUDDY,DOG,LABRADOR RETR,4,0,1,0,0
MISSY,DOG,SHIH TZU/MIX,1,14,0,0,0
*PIRATE,CAT,DOMESTIC SH,2,76,1,1,1
JOON,DOG,SIBERIAN HUSKY/MIX,3,0,1,1,0
ECHO,DOG,BORDER COLLIE/MIX,4,5,0,0,0
MIKA,DOG,LABRADOR RETR/POODLE STND,3,1,0,1,0
*JENSON,CAT,DOMESTIC SH,2,49,1,1,1
HACHI,DOG,SIBERIAN HUSKY,3,2,0,0,0
TOMMY,DOG,LABRADOR RETR/MIX,3,0,1,0,0
RENCO,DOG,GERM SHEPHERD,4,2,0,0,0
*DEX,DOG,JACK/CHIHUAHUA SH,2,31,1,1,1
BLACKIE,DOG,PIT BULL,4,0,1,1,0
BEAR,DOG,GERM SHEPHERD,4,5,0,0,0
KODA,DOG,GREAT PYRENEES,5,9,1,1,0
OSCAR,DOG,GERM SHEPHERD,4,1,0,0,0
MYKKO,DOG,SIBERIAN HUSKY,3,0,0,1,0
BELLA,DOG,CHIHUAHUA SH/MIX,2,38,1,0,0
*BALTO,DOG,AUST CATTLE DOG,1,34,1,1,1
FLORENCE,CAT,DOMESTIC SH,2,0,0,1,0
SAFIRE,DOG,SIBERIAN HUSKY/MIX,4,1,0,1,0
BRADSTREET,CAT,DOMESTIC SH,2,10,1,0,0
*GATSBY,DOG,AUST CATTLE DOG,3,10,0,1,0
ZAZA,DOG,AM PIT BULL TER/LABRADOR RETR,3,20,0,0,0
*BOBBI,CAT,DOMESTIC SH,1,52,1,1,1
ARLO,CAT,DOMESTIC SH,2,0,0,0,0
MILA,DOG,FRENCH BULLDOG,3,1,0,0,0
*ALEX,CAT,DOMESTIC SH,1,37,1,1,1
*MIMI,DOG,PIT BULL/MIX,2,50,1,1,1
*BOOTS,CAT,DOMESTIC SH,1,37,1,1,1
*LOVELY DOVLEY,OTHER,DOVE,2,21,1,0,1
CHAUNCY,DOG,PIT BULL/MIX,3,64,1,1,1
BLANCO,DOG,PIT BULL,3,3,1,0,0
*MABLE,CAT,DOMESTIC SH,2,35,1,1,1
PANCHO,DOG,CHIHUAHUA SH/MIX,2,1,0,0,0
STITCH,DOG,SIBERIAN HUSKY/LABRADOR RETR,4,1,0,0,0
*BAKER,DOG,DOBERMAN PINSCH,4,57,1,1,1
TIGER,CAT,BENGAL/AMER CURL SH,2,1,0,0,0
MADDIE,DOG,GERM SHEPHERD/MIX,3,534,1,1,1
ZIGGY,DOG,BELG MALINOIS/MIX,4,2,1,1,0
ZIGGY,DOG,BELG MALINOIS/MIX,4,53,1,1,1
MADDIE,DOG,GERM SHEPHERD/MIX,3,99,1,1,1
SASHA,DOG,CHIHUAHUA SH/MIX,2,10,0,0,0
YEAGER,DOG,PIT BULL,3,0,1,0,0
KUMA MORI,DOG,GERM SHEPHERD,3,83,1,1,1
BUDDY,DOG,CHIHUAHUA SH/MIX,2,9,0,0,0
*MITZI,CAT,DOMESTIC SH,1,74,1,1,1
YEAGER,DOG,PIT BULL,3,14,0,0,0
BUDDY,DOG,CHIHUAHUA SH/MIX,2,1,1,0,0
BUDDY,DOG,PIT BULL/MIX,3,9,0,0,0
*HIS MAJESTY,DOG,GOLDEN RETR/COCKER SPAN,3,36,0,1,1
*SEBASTIAN,CAT,SIAMESE/MIX,2,41,1,1,1
MIDNIGHT AKA COCO,DOG,PIT BULL,4,94,1,1,1
*JORDIN,CAT,DOMESTIC SH,1,67,1,1,1
*CHICKALETTA,CAT,DOMESTIC SH,2,71,1,1,1
BAILEY,DOG,ENG BULLDOG/MIX,3,0,0,1,0
BRISTOL AKA *TATER TOT,DOG,PEKINGESE/CHIHUAHUA SH,1,39,1,1,1
DAISY,DOG,LABRADOR RETR/MIX,1,15,1,1,1
*GOLDIE,DOG,GOLDEN RETR/MIX,3,37,1,1,1
NIXIE,DOG,PIT BULL,3,10,0,0,0
*ROCKY,DOG,PIT BULL/MIX,1,56,1,1,1
*MARINA,CAT,DOMESTIC SH,1,38,1,1,1
*WIKIUP,CAT,DOMESTIC SH,1,38,1,1,1
KING KONG,DOG,GERM SHEPHERD,4,2,0,0,0
PIERRE,DOG,POMERANIAN,1,6,0,1,0
BENJAMIN,DOG,PIT BULL/MIX,3,0,0,1,0
*ZARA,DOG,PIT BULL/MIX,1,81,0,1,1
TSUKI,DOG,AUST CATTLE DOG,1,52,0,1,0
HENDRIX,CAT,DOMESTIC SH,2,3,0,1,0
YEAGER,DOG,PIT BULL,3,0,0,0,0
TOBY,DOG,POMERANIAN,2,0,0,1,0
*MARTIN,DOG,CHIHUAHUA SH/MIX,2,4,1,1,1
NYLA,DOG,PIT BULL/MIX,3,0,0,1,0
SASHA,DOG,CHIHUAHUA SH/MIX,2,9,0,0,0
ROLLIE,DOG,CHIHUAHUA SH/DACHSHUND,1,50,1,1,1
SCOOBY AKA *CAL,DOG,PIT BULL/MIX,3,98,0,1,1
BUDDY,DOG,CHIHUAHUA SH/MIX,2,10,0,0,0
SASHA,DOG,CHIHUAHUA SH/MIX,2,1,1,0,0
*BEA,CAT,DOMESTIC SH,1,67,1,1,1
MOOSE,DOG,LABRADOR RETR,4,0,1,0,0
TULI,DOG,LABRADOR RETR,4,0,1,0,0
NINER,DOG,PIT BULL/MIX,3,9,0,1,0
*RUSTY,DOG,GERM SHEPHERD,3,172,1,1,1
*BOWSER,DOG,PARSON RUSS TER/MIX,2,68,1,1,1
ROCKET,DOG,PIT BULL/MIX,4,17,0,1,0
*STEPHANIE,CAT,DOMESTIC SH,1,49,1,1,1
*TAZ,DOG,GERM SHEPHERD,3,3,0,1,0
BELLA,DOG,PIT BULL,3,4,0,0,0
ARTEMIS,DOG,DOBERMAN PINSCH,3,26,1,0,0
XENIA,CAT,DOMESTIC SH,2,64,1,0,0
COCO,DOG,CHIHUAHUA SH/MIX,2,15,0,0,0
KING,DOG,LABRADOR RETR,3,0,0,0,0
DASH,DOG,LABRADOR RETR,3,0,0,0,0
GRAY ONE,CAT,DOMESTIC SH,2,1,0,1,0
TINY,CAT,DOMESTIC SH,2,7,0,1,1
ZEKE,DOG,PIT BULL,4,0,0,1,0
*SAGE,DOG,DOBERMAN PINSCH,3,62,0,1,1
ROXY,DOG,CHIHUAHUA SH,1,0,1,0,0
SMOKEY,DOG,PIT BULL,3,0,1,0,0
*CASS,CAT,DOMESTIC SH,2,26,1,0,0
NYA,DOG,SIBERIAN HUSKY,3,14,0,0,0
CINDER,DOG,ALASK MALAMUTE,4,0,1,0,0
TRUDY,CAT,DOMESTIC SH,2,13,1,0,0
DYLAN,CAT,JAPAN BOBTAIL/MIX,2,31,1,1,0
*FERN,CAT,DOMESTIC SH,1,77,1,1,1
*SOFIE,CAT,JAPAN BOBTAIL/MIX,2,31,1,1,0
DENVER,DOG,LABRADOR RETR/AUST KELPIE,4,1,1,1,0
*ALISTER,CAT,DOMESTIC SH,3,26,1,1,0
MODELO,DOG,BORDER COLLIE,3,41,1,0,0
TERROR,DOG,CHIHUAHUA SH/MIX,2,1,0,0,0
*WILLOW,CAT,DOMESTIC SH,2,41,1,1,0
*TATER,CAT,DOMESTIC SH,2,19,1,0,0
LILLIAN,CAT,DOMESTIC SH,2,13,1,0,0
BETTY,DOG,YORKSHIRE TERR/MIX,2,1,0,0,0
*LEROY,CAT,SNOWSHOE,2,36,1,1,1
*MISS KITTY,CAT,DOMESTIC LH,2,28,1,0,0
*CHARLOTTE,CAT,DOMESTIC SH,1,77,1,1,1
*MARSHMALLOW,CAT,DOMESTIC SH,1,59,1,1,1
MASCOT,CAT,DOMESTIC SH,2,13,1,0,0
COOKIE,OTHER,COCKATOO,3,1,0,0,0
MIMI,DOG,SHIH TZU/CHIHUAHUA LH,1,1,0,0,0
CUCO,DOG,YORKSHIRE TERR,1,49,1,0,0
RUBEN,DOG,AMERICAN STAFF/MIX,4,5,0,0,0
ATHENA,DOG,PIT BULL/MIX,4,1,0,0,0
GINNY,CAT,DOMESTIC SH,2,1,0,0,0
*HOLLY,DOG,GREAT PYRENEES/MIX,1,53,1,1,1
BB,DOG,CHIHUAHUA SH,1,4,0,0,0
SHERMAN,DOG,PIT BULL,3,17,0,0,0
GEORGIE,DOG,MIN PINSCHER,1,38,1,1,1
ROMEO,DOG,FOX TERR SMOOTH/MIX,3,7,0,0,0
BIG YELLOW,CAT,DOMESTIC SH,2,41,1,1,1
CANELO,CAT,DOMESTIC SH,2,1,0,1,0
REILLY,DOG,PUG/BEAGLE,1,0,0,1,0
MEEKO,CAT,DOMESTIC MH,1,50,1,1,1
SMOKEY,DOG,HARRIER,3,1,0,1,0
HAPPY,DOG,POODLE STND/LABRADOR RETR,3,46,1,1,0
COFFEE,CAT,DOMESTIC LH,2,47,1,1,1
WILLOW,CAT,DOMESTIC SH,1,3,1,1,1
COOKIE,DOG,BELG MALINOIS,3,3,0,0,0
BENJI,DOG,FRENCH BULLDOG,2,2,0,0,0
NALA,DOG,ROTTWEILER,4,0,1,0,0
*BEARDED DRAGON,OTHER,LIZARD,2,11,0,0,0
PANCHITO,DOG,CHIHUAHUA SH,2,0,0,0,0
*LOGAN,DOG,GERM SHEPHERD,4,262,1,1,1
KC,DOG,BORDER COLLIE,3,32,1,1,1
*BETH,CAT,DOMESTIC SH,2,30,1,1,1
OPIE,DOG,AUST SHEPHERD/MIX,4,159,1,1,1
COCO,DOG,LABRADOR RETR/MIX,4,99,1,1,1
ELLIE,DOG,ENG BULLDOG,3,29,1,0,0
SWEETPEA,DOG,SIBERIAN HUSKY,3,0,1,0,0
MINNIE,DOG,POMERANIAN/MIX,1,47,1,1,1
SATIVA,DOG,SIBERIAN HUSKY,3,1,0,0,0
*MICKEY,DOG,CHIHUAHUA SH,1,8,1,1,1
CALI,CAT,DOMESTIC SH,2,30,0,1,1
